round,train_accuracy,train_logloss,train_precision_bin,train_recall_bin,train_f1_bin,train_precision_macro,train_recall_macro,train_f1_macro,train_tn,train_fp,train_fn,train_tp,train_sensitivity,train_specificity,train_balanced_accuracy,train_roc_auc,train_pr_auc
31,0.9924607329842929,0.033623743205660805,0.748062827225131,0.6705330341560708,0.6984750010786618,0.8892672967382829,0.8544288207429569,0.8664084590317704,193.64795811518323,0.0,1.580523560209424,3.7514136125654445,0.6705330341560708,0.9999999999999998,0.8544288207429569,,0.8870842073318667
32,0.9932074221338636,0.03229011820537224,0.8516677711508727,0.7099744964556097,0.7590222718804172,0.9449286858787435,0.8774349287340943,0.900263381350867,208.7478462557986,0.07223326706428099,1.619946984758118,4.110337972166998,0.7099744964556097,0.9998324054128439,0.8774349287340943,,0.9007533942491002
33,0.9925925925925927,0.03286280293925045,0.854156378600823,0.6789694475620403,0.7286359992544134,0.9560974782105174,0.8723242299538598,0.8952197051111473,212.7945679012346,0.0,1.9565432098765432,4.2034567901234565,0.6789694475620403,1.0,0.8723242299538598,,0.8719921999335368
34,0.9949851411589895,0.027255930479868015,0.8634843982169388,0.7625717614480614,0.7882398490976809,0.9661667382708049,0.9183401154937185,0.929838415474026,168.4658246656761,0.0,0.7447994056463595,4.260772659732539,0.7625717614480614,0.9999999999999997,0.9183401154937185,,0.8744663231516735
35,0.9904813218390803,0.036228205173223706,0.833153735632184,0.6959485946285516,0.7350201988473314,0.9399847893238126,0.8760813375441606,0.8932270115898396,200.4649784482759,0.01526580459770115,2.063218390804598,4.275143678160921,0.6959485946285516,0.9998204022988505,0.8836244409924364,,0.8582984968072266
36,0.9913698127065738,0.03049113955068038,0.8900110172603747,0.7383492471538745,0.7833318328335833,0.9694886834864883,0.8979113110539847,0.9182306261021089,174.00789570326845,0.015607785530664707,1.5563716489166362,3.674623576937201,0.7383492471538745,0.9998163789937569,0.9056233933161955,,0.8963390091754729
37,0.9914703493095043,0.03380117326568124,0.8797725426482533,0.7212443425786237,0.7765333941714933,0.9540915395069278,0.8792046245793199,0.9046301325120912,188.64459788789605,0.0,1.8287977254264822,4.155767668562143,0.7212443425786237,1.0,0.8792046245793199,,0.9092620946322107
38,0.9914236706689536,0.03455178613021884,0.8830584509829793,0.7344283560921638,0.7833875404140326,0.9595683201760167,0.8889831391915812,0.9115641130997378,225.10617495711827,0.2469982847341338,1.6833619210977704,4.234476843910805,0.7344283560921638,0.9992840629427996,0.8889831391915812,,0.8955210379687958
39,0.9920795416245363,0.034859467924672066,0.8570947084597236,0.6720944458305429,0.7253554994015852,0.9509917252065963,0.862420664101655,0.8870568542112189,208.92989551735758,0.014324233232221099,1.712841253791709,4.170037074486014,0.6720944458305429,0.9998314796090328,0.8694985205222818,,0.8740517905395597
40,0.9942565411614552,0.0260953121874914,0.8846256115720061,0.7709259151824566,0.8000484629787534,0.9588499612339422,0.904809905049216,0.9179467963556988,204.82407998298237,0.021059349074664963,0.965751967666454,4.179536268878962,0.7709259151824566,0.999766007232504,0.904809905049216,,0.9050426967079246
41,0.9925894558543297,0.032033211316504065,0.8926529748041497,0.7494975311934872,0.7922752556649388,0.9559574564148202,0.8881936099753165,0.9076427121302039,200.58818547533346,0.0,1.4886724539487612,4.271014185898793,0.7494975311934872,0.9999999999999999,0.8881936099753165,,0.9082917275212543
42,0.9905241935483872,0.03465100228377287,0.8056451612903226,0.6415092165898618,0.6891069355564262,0.938189514398758,0.8609763824884794,0.8823110901965996,182.86471774193546,0.0,1.9403225806451612,3.9304435483870974,0.6415092165898618,1.0,0.8609763824884794,,0.832081705387823
43,0.9937669809813011,0.029654075714237987,0.8692664216077992,0.687920023080643,0.7394323933578791,0.9633382032532753,0.8758443011359746,0.8999955284244839,216.51190666453573,0.0,1.6325715198977144,3.9339939268019823,0.687920023080643,1.0000000000000002,0.8758443011359746,,0.877353105253241
44,0.9908182989690723,0.034233458703450736,0.8476159793814434,0.6574586066854109,0.7077375165792489,0.9306505166570159,0.8399196015840356,0.8628560531854479,215.0557345360825,0.03801546391752578,2.102931701030928,3.5581507731958766,0.6574586066854109,0.9996679676166806,0.8399196015840356,,0.8956024514862331
45,0.9915053338601341,0.03416709597255955,0.8759383642828922,0.7324048465692083,0.7781658944242902,0.9433386946098352,0.8757737389701039,0.8965227198333741,183.88798893717902,0.019557487159225603,1.5896878704069537,3.5430659818253663,0.7324048465692083,0.9997826945871195,0.8757737389701039,,0.9134582243980158
46,0.9924000000000002,0.02989205420788281,0.8804000000000002,0.7274206060606061,0.7699061471861471,0.9547074502337657,0.8818041491841493,0.9012272793660651,203.4288,0.0268,1.3364,3.8884000000000003,0.7274206060606061,0.9995876923076925,0.8818041491841493,,0.9265274458467844
47,0.9927714802037129,0.03320279062653811,0.9393555352155647,0.7813769960393914,0.8337055932133823,0.9706068828251397,0.8951981086653338,0.9195423029181103,218.81994414325612,0.016264169541646133,1.5007392804337112,4.610809922786266,0.7813769960393914,0.9998192870050927,0.8951981086653338,,0.9198135088799203
48,0.9913718723037103,0.036232334258683566,0.8419327006039689,0.717880580736491,0.7512278248712047,0.9509632482026654,0.8933665198764422,0.9077791620621901,184.08886971527178,0.0,1.5366695427092318,4.508196721311476,0.717880580736491,0.9999999999999999,0.8933665198764422,,0.8413243850145661
49,0.9916131334760887,0.03449464614615624,0.7671306209850107,0.6762166247979953,0.7106288746545707,0.9022637498859021,0.861127584347606,0.8761432017162835,207.94842969307635,0.0,1.7082441113490363,3.8479657387580297,0.6762166247979953,1.0000000000000002,0.861127584347606,,0.8765864431387087
50,0.9906679764243616,0.03852278989174508,0.8565815324165029,0.6412824214641504,0.693855043247557,0.9339045043788506,0.8310374124347603,0.8548997037970657,220.8321872953504,0.0,2.081041257367387,4.258677144728225,0.6412824214641504,1.0,0.8310374124347603,,0.883023673224978
51,0.9937770095073467,0.027652871217792335,0.909248055315471,0.771679331904051,0.8076183318391427,0.9514268819725843,0.8858396659520256,0.9021918873165244,218.50959377700954,0.0,1.5799481417458947,4.167847882454625,0.771679331904051,1.0,0.8858396659520256,0.9828300976045454,0.9418311646785474
52,0.9923444976076555,0.03242913269633544,0.9017543859649122,0.7015857826384141,0.7538151675659475,0.9719933432421533,0.8758327637275004,0.8999603256329829,207.37767145135567,0.0,1.6910685805422647,3.6425837320574157,0.7015857826384141,0.9999999999999999,0.8758327637275004,,0.878941150792623
53,0.9920689655172414,0.03421378440643355,0.8503448275862068,0.6907943349753695,0.7366278326821584,0.9505928171106857,0.874966133004926,0.8957761168283496,204.42310344827595,0.0,1.7244827586206892,4.103103448275862,0.6907943349753695,1.0,0.874966133004926,,0.870664452546789
54,0.992552135054618,0.0314396370219642,0.7341939755047999,0.6289985971217352,0.6680356832120574,0.89279627495648,0.844042496177551,0.8616162800759931,208.14713670969888,0.0,1.7527308838133067,3.1527639854352865,0.6289985971217352,1.0000000000000002,0.844042496177551,,0.8706031692400598
55,0.9922948073701842,0.0317612403820416,0.7845616973757678,0.6602765994474539,0.6975733179316889,0.9173164597509883,0.8586063277940345,0.8755183307799932,222.3147403685092,0.0678391959798995,1.8805695142378558,3.8192629815745405,0.6602765994474539,0.9994821197922067,0.8586063277940345,,0.8594472740491856
56,0.9918653045781308,0.030082614822140395,0.7438516836927733,0.6042762635271147,0.6490385536296283,0.8770135091419934,0.811407900965222,0.8316752933399303,218.96840711312905,0.0,2.0715096481271282,3.8321982595535387,0.6042762635271147,0.9999999999999998,0.811407900965222,,0.9156908270835957
57,0.9956341410172451,0.024677894645856676,0.9047424143200173,0.7677170715481128,0.7997366569152847,0.9891051487723965,0.9227037660731177,0.9376444997723969,179.77646802008292,0.021611001964636542,0.7245142981881685,3.5064396419995636,0.7677170715481128,0.9997598777559484,0.9227037660731177,,0.8943817568852728
58,0.9928890358855631,0.03078393885045288,0.8258640648255334,0.6698498844190922,0.717382371167632,0.942226805688921,0.8679165082753638,0.889812867726096,216.0871506532165,0.0,1.8366131966264263,4.078385976517282,0.6698498844190922,1.0000000000000002,0.8679165082753638,,0.8820224815073363
59,0.9921917559469767,0.031854847488906594,0.8449246413655349,0.7369293076029958,0.7746819289975594,0.9312182686691861,0.8812665423070365,0.8980885801308316,203.06446341020524,0.0,1.6822226257490467,4.05356818594516,0.7369293076029958,1.0,0.8812665423070365,,0.9112232615371413
60,0.991128010139417,0.031905170310219284,0.9087750923709641,0.7861025087532418,0.8282523509845616,0.9590510456511527,0.9014255832630441,0.9206181531469735,190.4633351439435,0.13018287162773853,1.4751041100850988,4.488140503349629,0.7861025087532418,0.9990046780516806,0.9014255832630441,,0.9462813151816439
61,0.9912033779028852,0.03537384692436944,0.8906873094065211,0.692233763187317,0.7554357302234538,0.9710133505832141,0.8762003086759883,0.905554478313602,214.07283603096414,0.07670654468684025,1.8844123856439126,4.475545390570021,0.692233763187317,0.9998220265784525,0.8762003086759883,,0.8672375830447329
62,0.9909009812667258,0.03478722078465675,0.8528397264347307,0.7016645620213862,0.7514901865376755,0.9498123466497932,0.8787449223327142,0.9013592686204266,199.69473684210527,0.027653880463871544,1.7564674397859055,3.937912578055308,0.7016645620213862,0.9998038731881993,0.8787449223327142,,0.8936736473639729
63,0.9914346895074946,0.03267247698258136,0.8964430168926959,0.7307224508776974,0.7807533583976164,0.9552690080886054,0.8765040162197131,0.8994432043978138,217.72376873661668,0.09546752319771593,1.9063169164882228,4.50142755174875,0.7307224508776974,0.9996231975503083,0.8765040162197131,,0.9223400415235938
64,0.994172871479443,0.02715045681868499,0.8739074134023956,0.7403876554006046,0.7828831953629625,0.9663476605377731,0.902396806010435,0.9222248748115393,197.97054062803497,0.01602460343153124,1.3114276464875365,4.043865328585303,0.7403876554006046,0.9998219488507608,0.902396806010435,,0.8885639571381794
65,0.9934893542143234,0.029090693658317755,0.8724265352806616,0.7652730136893432,0.8059328702236451,0.9606244741784289,0.9100830941460131,0.9288707533082918,215.4055956361077,0.10645785676579272,1.1631180714411402,3.567833890550765,0.7652730136893432,0.9996406671242385,0.9100830941460131,,0.878867318866258
66,0.989102712728959,0.041221427506824386,0.794110827730118,0.6463454892738453,0.6990197106528924,0.9064104080742031,0.8376407968557628,0.8613898314750216,198.7560862508695,0.07187572455367494,2.1806167400881056,3.9835381405054484,0.6463454892738453,0.9994902430882716,0.8376407968557628,,0.8749598769054195
67,0.991930060524546,0.03183560933987118,0.7774398320800472,0.6721945533731007,0.7125066425700911,0.910134961193384,0.8611394288847839,0.8794629354335707,216.66223940820444,0.19435104236718226,1.6889710827168796,4.29034969737727,0.6721945533731007,0.9994790589358082,0.8611394288847839,,0.8642896790197101
68,0.9929444157632076,0.02953434966810527,0.9269775712728733,0.7592789015607808,0.8113489099505714,0.967353617785433,0.8867714761694734,0.9111520883803894,215.02340388917565,0.09206676991911891,1.6780244364136983,4.26673550163483,0.7592789015607808,0.9996366200433532,0.8867714761694734,,0.9417961634370859
69,0.9922958397534669,0.03204440721433475,0.882704160246533,0.7388484781782162,0.790434940683651,0.9677042234211888,0.8995638029151126,0.9234382796598001,195.21629429892135,0.01290446841294299,1.639637904468413,4.623459167950694,0.7388484781782162,0.9998014697167238,0.8995638029151126,,0.8926794307361935
70,0.9903627124583848,0.0393041145660008,0.8771683896968637,0.6838097741286808,0.7300338933328349,0.9685346687868932,0.876861957328928,0.8974233440746289,196.88820746451728,0.0,1.853338005957596,3.4198352899947433,0.6838097741286808,1.0000000000000004,0.876861957328928,,0.8428642766320728
71,0.9928321386897816,0.03127671720386248,0.8968161360226704,0.6842953984394224,0.7360458104248736,0.977952191298284,0.8754032418101431,0.899399747454849,217.0043340556759,0.0,1.8144690781796964,3.530421736956158,0.6842953984394224,0.9999999999999999,0.8754032418101431,,0.8617794811802257
72,0.9936611601997697,0.029023942606005753,0.8682289665770266,0.7382926044374374,0.7814659493332933,0.9691183350164245,0.9074674701019306,0.9273692811501938,175.4725316941989,0.0,1.0897041874759894,4.265270841336919,0.7382926044374374,1.0000000000000002,0.9074674701019306,,0.8697221434372351
73,0.9931662870159456,0.03038972620198064,0.9230769230769234,0.7277630114759958,0.7834571797931663,0.9819120673188803,0.8876242777723419,0.9137592314190429,225.52339232521473,0.014893989837042229,1.5878745400385492,3.7876292272647634,0.7277630114759958,0.9998247765901527,0.8949836609859392,,0.8960331164217762
74,0.9915579432079814,0.03577928035373836,0.8334612432847275,0.67942111610569,0.7292419846717619,0.9467115756862989,0.8738594764902832,0.896652248987026,204.82943207981577,0.043745203376822715,1.737145049884881,4.166730621642364,0.67942111610569,0.999802057903272,0.8738594764902832,,0.8414293954203446
75,0.9917236988699664,0.0313475937149979,0.8523832260900539,0.6993440349241715,0.7528538344456381,0.9538745915120715,0.8811742958196505,0.9059945411429549,202.78752188445011,0.09581410154384848,1.5522839407926148,4.033741843068598,0.6993440349241715,0.999499861505834,0.8811742958196505,,0.8742597189263862
76,0.9912909836065575,0.03141829174251675,0.8111664064532916,0.633054638894803,0.6821199621728095,0.9306809151589904,0.8455436295900111,0.868097097470044,215.10314207650268,0.07462431693989072,2.1004098360655736,3.625853825136612,0.633054638894803,0.9994602159136344,0.8455436295900111,,0.8623847651462169
77,0.9930399181166838,0.03504722208505222,0.8323950870010237,0.7262646940231383,0.7530553377022161,0.9536790781412672,0.9037466170668115,0.9155546462605151,182.73551688843395,0.06345957011258956,1.4077789150460593,3.774206755373592,0.7262646940231383,0.9995499321268612,0.9037466170668115,,0.8554814003651336
78,0.9946120689655176,0.028208701688263917,0.8599137931034483,0.7808254030452306,0.8081361885241196,0.9612758502108706,0.9239190315834295,0.9364670335184947,175.2476293103448,0.06918103448275861,0.6441810344827588,4.56875,0.7808254030452306,0.9993402463285246,0.9329707557213606,,0.862014225542338
79,0.9908814589665653,0.03717848138097934,0.8194996492868832,0.7345686228664953,0.7621156283770265,0.9099751052543499,0.8721942950666353,0.8835904594206647,176.13981762917933,0.0,1.6539630582183773,4.408931494037876,0.7345686228664953,0.9999999999999999,0.8721942950666353,,0.9012486050258894
80,0.9922583081570998,0.02998337632212229,0.8785876132930514,0.6689355929820433,0.7303546929431409,0.9677513531827949,0.8667534111784491,0.8955224640945758,204.06740936555892,0.01265105740181269,1.5823262839879153,3.8787764350453164,0.6689355929820433,0.9998053683476645,0.8667534111784491,,0.8931070487487663
81,0.9951288816724173,0.028441022666404886,0.9133346864217576,0.7843598793466868,0.817873309627927,0.9889956847557616,0.9269881393891949,0.9424908770175815,189.5571341587173,0.0,1.119139435762127,3.9896488735538878,0.7843598793466868,1.0,0.9269881393891949,,0.8859613311686025
82,0.9933065595716197,0.032955247775675225,0.8994310575635875,0.727169609172621,0.7744680015071042,0.9725026403349861,0.8898565582677027,0.9117414792699896,203.28614457831324,0.0,1.5599062918340028,4.458835341365463,0.727169609172621,1.0,0.8898565582677027,,0.8819036259488271
83,0.9901917075345518,0.035231502830009996,0.8190561110757275,0.6759532462385782,0.7172009041361808,0.9252067774051463,0.8576490736665386,0.8762389506799286,215.44196760291285,0.2900876801902214,1.8296923762817656,3.892703224847674,0.6759532462385782,0.9989228472975007,0.8638907143263692,,0.8856361335933183
84,0.9908303616912888,0.03365541574897047,0.8513424275013679,0.6539763400690555,0.7026471550226231,0.9478848046564371,0.8533738832825186,0.8755942412155752,220.08524367464764,0.08133808796060452,2.13482764476142,2.8847002886737982,0.6539763400690555,0.9994516778119948,0.8533738832825186,,0.8653874126539448
85,0.9923224568138196,0.03420529538301135,0.855348106787646,0.6861036770476657,0.7412496075086635,0.9548493117328734,0.8741982353132239,0.8997519096612759,216.32612109579483,0.0,1.721514569883092,4.278834409352644,0.6861036770476657,0.9999999999999999,0.8741982353132239,,0.8350481051822464
86,0.9895769466584919,0.03761946737466021,0.8364719278269248,0.6285522298397836,0.6885157574252725,0.9537357752242683,0.8549362416315209,0.8822991559253666,198.15511955855305,0.02023298589822195,2.2180666257919475,4.024524831391783,0.6285522298397836,0.9997751890455755,0.8549362416315209,,0.8429943288053702
87,0.9908256880733948,0.03603012908279556,0.8879675370501059,0.7280427905427904,0.7768345935739984,0.9670817203263934,0.8915416415835972,0.91368707705591,202.58733239237824,0.04481298517995766,1.8493295695130556,4.000529287226535,0.7280427905427904,0.999641762913748,0.8989516627550861,,0.8555018398466712
88,0.9925644129344628,0.03066501564763372,0.8433339097354312,0.7047531838730178,0.7488643439173377,0.9263819359569865,0.8607632424639169,0.8809573314901549,212.79422445097697,0.014698253501642746,1.8447172747708802,3.947605049282379,0.7047531838730178,0.9998270793705687,0.8680259089000226,,0.9040527579526255
89,0.9910951117847671,0.03447838835886258,0.8514588859416448,0.6677457189772462,0.724199912385054,0.9458198453706591,0.8580228083907062,0.8841906903613155,213.57654414550967,0.10799545282303902,1.7601364153088295,4.327207275483137,0.6677457189772462,0.9994177454737379,0.8580228083907062,,0.855691598049252
90,0.9909841075794622,0.03388884580653611,0.7380806845965768,0.5987564035394108,0.6380441929172789,0.8949175521089545,0.8298641430899988,0.8471709255979044,211.27215770171154,0.0,2.141045232273838,3.2988997555012225,0.5987564035394108,1.0,0.8298641430899988,,0.8396454792639408
91,0.9938151041666665,0.028353975446137256,0.8717447916666665,0.7257734290449134,0.7661362113459153,0.9549315480935102,0.8849382698768772,0.9036063059596386,218.86230468750003,0.027506510416666668,1.3587239583333335,3.7345377604166656,0.7257734290449134,0.999832277375508,0.8849382698768772,,0.8838213197043993
92,0.9919479715082068,0.03253178021275518,0.769278414369774,0.6684680499638691,0.7029655564983979,0.9070259844578936,0.8607902343346754,0.8759192051873964,192.04955094456488,0.0,1.5401052957572001,4.004645401052958,0.6684680499638691,1.0,0.8607902343346754,,0.874525312833024
93,0.9933051444679354,0.02966756040101793,0.9697556964998827,0.803457559588638,0.8594768729753562,0.9927195659636345,0.9127346344048249,0.9391420270795647,208.8858350951374,0.023608174770965468,1.5005285412262155,4.50369978858351,0.803457559588638,0.999636797311216,0.9127346344048249,,0.9431074807478221
94,0.9919624916275953,0.03342564749025754,0.7697349535929576,0.6682036009313302,0.7004083752074375,0.9106378262219792,0.8638991882754439,0.877959421001506,190.67364367046216,0.016577361018084394,1.3462826523777627,3.5853985264567987,0.6682036009313302,0.9998158070997989,0.8638991882754439,,0.8633928764153409
95,0.9936663047412236,0.029526879055503517,0.8526963445530223,0.7458419701905046,0.7766058287230927,0.9592694960072365,0.9089297826675679,0.9227476243606533,191.9685124864278,0.012124502352515382,1.1297502714440828,4.561346362649295,0.7458419701905046,0.999813469194577,0.9089297826675679,,0.8770962758685751
96,0.9925211572525092,0.03361147018012203,0.8431411139539461,0.7237331421448722,0.7626262271263258,0.9444929251417346,0.8886329556424025,0.9061315944827383,189.9938988388113,0.0,1.5380830545168274,3.8974611296988777,0.7237331421448722,0.9999999999999998,0.8886329556424025,,0.8906911859309372
97,0.9937901973830118,0.025345247042799956,0.8274561987136838,0.6981703260146374,0.7339951129054844,0.9214468959127652,0.8599523175870482,0.8762726078970484,222.17210024395658,0.0,1.829008649367931,3.5143047238855623,0.6981703260146374,1.0,0.8599523175870482,,0.9354985485692188
98,0.9903317535545024,0.03603653648108226,0.9059715639810427,0.6826731499148563,0.7464412024815824,0.9572529718820983,0.8506256744834945,0.8799578681625868,227.80113744075823,0.0,2.2128909952606635,4.019526066350711,0.6826731499148563,1.0,0.8506256744834945,,0.9156203460966298
99,0.9908854166666667,0.037086933216316315,0.8120177469135804,0.6747982365820908,0.7217327418678567,0.9200316982801682,0.8559891355850217,0.8771393491488846,212.8583622685185,0.0630787037037037,1.787326388888889,4.245515046296297,0.6747982365820908,0.9998536456990634,0.8559891355850217,,0.8758461179321111
100,0.9912222590261677,0.034057312953313566,0.8892017224246439,0.6652625722516415,0.723289699415618,0.9731391361974651,0.8656720280933595,0.8923956316667123,221.17621729049353,0.0,2.0672408082146405,3.9496522027161314,0.6652625722516415,1.0,0.8656720280933595,,0.863621187983495
101,0.9904629445658651,0.03681670702454119,0.8782038545599047,0.7599603654839101,0.7901501551746775,0.9384084895687956,0.8841526444943891,0.896757409119574,189.41863699582757,0.0,1.9519173455195709,4.360222531293463,0.7599603654839101,1.0,0.8841526444943891,,0.9154754429154726
102,0.9927007299270074,0.03033320941887192,0.8726838854576081,0.6916317563215375,0.7438294054116297,0.9517150835593438,0.8648360915240477,0.8890871723970348,211.23441886580568,0.01193149915777653,1.5859067939359908,4.047024143739472,0.6916317563215375,0.9998596294216734,0.8707316558137727,,0.8975490349422556
103,0.9907497565725416,0.03752400178788533,0.8459104186952289,0.6805360602828958,0.731148195845449,0.9506664246152522,0.8724766266169717,0.895498115045289,202.90490100616685,0.03829925348912691,1.7573839662447257,4.533430704316781,0.6805360602828958,0.9996654889588369,0.8724766266169717,,0.85174931381692
104,0.9924887330996491,0.030947115185614795,0.8950091804373226,0.7403633227619205,0.7903092011755004,0.9542775627293308,0.8806948905743435,0.903770874238867,211.61342013019518,0.028208980136871974,1.5595059255549992,3.971123351694207,0.7403633227619205,0.9998279940235555,0.8806948905743435,,0.9299075796049664
105,0.9903189969846057,0.03726337844480574,0.7692203051669803,0.587607237496144,0.643619309854828,0.8908758408748165,0.8049050312222826,0.8304640749296884,212.48976352959846,0.015711791779082687,2.025868909696873,3.8541501348992226,0.587607237496144,0.9998254245357882,0.8049050312222826,,0.9008290246039491
106,0.9915949159491597,0.03440284544133938,0.918409184091841,0.7269484956754331,0.7746061623675398,0.9591718564320425,0.867779290888147,0.8894050618560413,198.20520705207053,0.0,1.764862648626486,4.098810988109881,0.7269484956754331,1.0,0.867779290888147,,0.93366097848418
107,0.9922412272967731,0.03209063729774987,0.782049021336625,0.6488939321420365,0.6910178425099543,0.9187867892505073,0.8556491583390031,0.8749726944581405,227.98201375418793,0.10509610298007407,1.783107035796156,3.866161170869335,0.6488939321420365,0.9994525241938783,0.8556491583390031,,0.8554082405448856
108,0.9922375315350277,0.0318358992531875,0.8936541820298854,0.7148494173528132,0.7734581294428906,0.9732220686498056,0.887892397401421,0.9151258512481081,200.43217543178733,0.0,1.5233844362507278,3.8789054919464387,0.7148494173528132,0.9999999999999997,0.887892397401421,,0.8962885481354126
109,0.9924846625766871,0.03246874102233435,0.8337423312883436,0.6916315433033224,0.7426213343072751,0.9338582026241757,0.8666746673571827,0.8902106982075019,215.5569018404908,0.0,1.6342024539877302,4.14601226993865,0.6916315433033224,1.0,0.8666746673571827,,0.8735733245320072
110,0.9930731542490284,0.026593246884969578,0.7461564453454976,0.6435101138091508,0.6746326733655674,0.8961581576125686,0.848192734786754,0.8620554615807137,218.38317283324886,0.01131947964183139,1.4777834093596893,3.3216759587768196,0.6435101138091508,0.9998258541593565,0.848192734786754,,0.8817815535001827
111,0.9914542728635681,0.034626547757133835,0.7730134932533732,0.6647446082153727,0.7064873573869075,0.9119918952871922,0.8622823490851975,0.8809116490670438,209.43868065967018,0.0,1.8728635682158918,4.237481259370316,0.6647446082153727,0.9999999999999998,0.8622823490851975,,0.8724113952177306
112,0.9916472416472417,0.03367256866812577,0.9044289044289044,0.7633394383394385,0.8061174084484108,0.9742625465283737,0.9080877455877457,0.9272564586212677,194.99106449106446,0.0,1.6901709401709402,3.8405205905205904,0.7633394383394385,0.9999999999999998,0.9080877455877457,,0.8809180029440594
